Avg. Translation Latency,Count,Location,Line Number,Line,Function,Assembly,Saturated
0.00,291,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,305,"                    callback_args->key->user_key())) {",_ZN7rocksdb19ReadBenchmarkThread8callbackEPvPKc,ldr x5  [x19  #8],0
0.00,327,/home/ubuntu/rocksdb/memtable/skiplistrep.cc,93,"  }",_ZN7rocksdb12_GLOBAL__N_111SkipListRep3GetERKNS_9LookupKeyEPvPFbS5_PKcE,ldp x19  x20  [sp  #0x10],0
0.00,296,/home/ubuntu/rocksdb/memtable/skiplistrep.cc,85,"  void Get(const LookupKey& k, void* callback_args,",_ZN7rocksdb12_GLOBAL__N_111SkipListRep3GetERKNS_9LookupKeyEPvPFbS5_PKcE,ldr x5  [x4  #0xba8],0
0.00,322,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,318,"    verify_args.found = false;",_ZN7rocksdb19ReadBenchmarkThread7ReadOneEv,strb wzr  [sp  #0x58],0
0.00,88,/usr/include/c++/11/bits/random.tcc,405,"	  _M_x[__k] = (_M_x[__k + __m] ^ (__y >> 1)",_ZNSt23mersenne_twister_engineImLm64ELm312ELm156ELm31ELm13043109905998158313ELm29ELm6148914691236517205ELm17ELm8202884508482404352ELm37ELm18444473444759240704ELm43ELm6364136223846793005EE11_M_gen_randEv,ldr x2  [x3  #0x4e0],0
0.00,322,(null),0,(null),(null),(null),0
0.00,149,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,309,"  }",_ZN7rocksdb19ReadBenchmarkThread8callbackEPvPKc,ldr x1  [x0],0
0.00,312,/home/ubuntu/rocksdb/db/dbformat.cc,269,"}",_ZN7rocksdb9LookupKeyC2ERKNS_5SliceEmPS2_,ldp x21  x22  [sp  #0x20],0
0.00,306,/home/ubuntu/rocksdb/util/comparator.cc,325,"}",_ZN7rocksdb18BytewiseComparatorEv,ldr x19  [sp  #0x10],0
0.00,310,(null),0,(null),(null),(null),0
0.00,317,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,297,"  static bool callback(void* arg, const char* entry) {",_ZN7rocksdb19ReadBenchmarkThread8callbackEPvPKc,str x19  [sp  #0x10],0
0.00,307,(null),0,(null),(null),(null),0
0.00,295,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,309,"  }",_ZN7rocksdb19ReadBenchmarkThread8callbackEPvPKc,ldr x2  [sp  #0x48],0
0.00,318,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,297,"  static bool callback(void* arg, const char* entry) {",_ZN7rocksdb19ReadBenchmarkThread8callbackEPvPKc,str x1  [sp  #0x48],0
0.00,325,/home/ubuntu/rocksdb/memtable/skiplistrep.cc,93,"  }",_ZN7rocksdb12_GLOBAL__N_111SkipListRep3GetERKNS_9LookupKeyEPvPFbS5_PKcE,ldr x2  [sp  #0x88],0
0.00,335,/home/ubuntu/rocksdb/db/dbformat.cc,245,"LookupKey::LookupKey(const Slice& _user_key, SequenceNumber s,",_ZN7rocksdb9LookupKeyC2ERKNS_5SliceEmPS2_,stp x29  x30  [sp  #-0x50]!,0
0.00,332,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,309,"  }",_ZN7rocksdb19ReadBenchmarkThread8callbackEPvPKc,ldp x29  x30  [sp]  #0x50,0
0.00,144,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,185,"        return rand_->Next() % num_;",_ZN7rocksdb19ReadBenchmarkThread7ReadOneEv,ldr x3  [x20  #0x10],0
0.00,329,/home/ubuntu/rocksdb/db/dbformat.cc,269,"}",_ZN7rocksdb9LookupKeyC2ERKNS_5SliceEmPS2_,ldp x23  x24  [sp  #0x30],0
0.00,325,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,573,"}",_ZNK7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE18FindGreaterOrEqualEPKcPPNS5_4NodeE,ldp x29  x30  [sp]  #0x80,0
0.00,283,/home/ubuntu/rocksdb/util/comparator.cc,322,"const Comparator* BytewiseComparator() {",_ZN7rocksdb18BytewiseComparatorEv,stp x29  x30  [sp  #-0x20]!,0
0.00,342,/home/ubuntu/rocksdb/db/dbformat.cc,256,"  start_ = dst;",_ZN7rocksdb9LookupKeyC2ERKNS_5SliceEmPS2_,str x0  [x22],0
0.00,95,/usr/include/c++/11/bits/random.tcc,412,"			   | (_M_x[__k + 1] & __lower_mask));",_ZNSt23mersenne_twister_engineImLm64ELm312ELm156ELm31ELm13043109905998158313ELm29ELm6148914691236517205ELm17ELm8202884508482404352ELm37ELm18444473444759240704ELm43ELm6364136223846793005EE11_M_gen_randEv,ldr x4  [x1  #0x4e0],0
0.00,157,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,897,"      *out_prev = before;",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE21RecomputeSpliceLevelsERKNS_5SliceEPNS5_6SpliceEi,str x25  [x0  x24],0
0.00,142,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,898,"      *out_next = next;",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE21RecomputeSpliceLevelsERKNS_5SliceEPNS5_6SpliceEi,str x19  [x0  x24],0
0.00,133,/home/ubuntu/rocksdb/memtable/skiplistrep.cc,93,"  }",_ZN7rocksdb12_GLOBAL__N_111SkipListRep3GetERKNS_9LookupKeyEPvPFbS5_PKcE,ldr x1  [x0],0
0.00,333,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,311,"  void ReadOne() {",_ZN7rocksdb19ReadBenchmarkThread7ReadOneEv,stp x29  x30  [sp  #-0x180]!,0
0.00,97,/usr/include/c++/11/bits/random.tcc,413,"	  _M_x[__k] = (_M_x[__k + (__m - __n)] ^ (__y >> 1)",_ZNSt23mersenne_twister_engineImLm64ELm312ELm156ELm31ELm13043109905998158313ELm29ELm6148914691236517205ELm17ELm8202884508482404352ELm37ELm18444473444759240704ELm43ELm6364136223846793005EE11_M_gen_randEv,ldur x2  [x1  #-8],0
0.00,309,/home/ubuntu/rocksdb/db/dbformat.cc,245,"LookupKey::LookupKey(const Slice& _user_key, SequenceNumber s,",_ZN7rocksdb9LookupKeyC2ERKNS_5SliceEmPS2_,str x25  [sp  #0x40],0
0.00,343,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,573,"}",_ZNK7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE18FindGreaterOrEqualEPKcPPNS5_4NodeE,ldp x21  x22  [sp  #0x20],0
0.00,299,/home/ubuntu/rocksdb/memtable/skiplistrep.cc,93,"  }",_ZN7rocksdb12_GLOBAL__N_111SkipListRep3GetERKNS_9LookupKeyEPvPFbS5_PKcE,ldp x23  x24  [sp  #0x30],0
0.00,322,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,305,"                    callback_args->key->user_key())) {",_ZN7rocksdb19ReadBenchmarkThread8callbackEPvPKc,str x1  [sp  #0x40],0
0.00,302,/home/ubuntu/rocksdb/include/rocksdb/slice.h,278,"          (memcmp(x.data(), y.data(), x.size()) == 0));",_ZNK7rocksdb12_GLOBAL__N_122BytewiseComparatorImpl5EqualERKNS_5SliceES4_,ldr x1  [x1],0
0.00,292,/home/ubuntu/rocksdb/util/comparator.cc,40,"  bool Equal(const Slice& a, const Slice& b) const override { return a == b; }",_ZNK7rocksdb12_GLOBAL__N_122BytewiseComparatorImpl5EqualERKNS_5SliceES4_,ldp x29  x30  [sp]  #0x10,0
0.00,324,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,305,"                    callback_args->key->user_key())) {",_ZN7rocksdb19ReadBenchmarkThread8callbackEPvPKc,ldr x2  [x3  #0xf40],0
0.00,306,/home/ubuntu/rocksdb/db/dbformat.cc,245,"LookupKey::LookupKey(const Slice& _user_key, SequenceNumber s,",_ZN7rocksdb9LookupKeyC2ERKNS_5SliceEmPS2_,stp x21  x22  [sp  #0x20],0
0.00,335,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,573,"}",_ZNK7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE18FindGreaterOrEqualEPKcPPNS5_4NodeE,ldr x2  [sp  #0x78],0
0.00,302,/home/ubuntu/rocksdb/util/coding.h,108,"    uint32_t result = *(reinterpret_cast<const unsigned char*>(p));",_ZN7rocksdb19ReadBenchmarkThread8callbackEPvPKc,ldrb w2  [x0],0
0.00,312,/home/ubuntu/rocksdb/db/dbformat.h,399,"  explicit InternalKeyComparator(const Comparator* c) : user_comparator_(c) {}",_ZN7rocksdb19ReadBenchmarkThread7ReadOneEv,str x1  [sp  #0x48],0
0.00,282,/usr/include/c++/11/bits/basic_string.h,195,"      { return _M_dataplus._M_p; }",_ZN7rocksdb19ReadBenchmarkThread7ReadOneEv,ldr x0  [sp  #0x78],0
0.00,154,(null),0,(null),(null),(null),0
0.00,127,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,320,"    verify_args.table = table_;",_ZN7rocksdb19ReadBenchmarkThread7ReadOneEv,ldr x0  [x19  #8],0
0.00,295,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,311,"  void ReadOne() {",_ZN7rocksdb19ReadBenchmarkThread7ReadOneEv,stp x21  x22  [sp  #0x20],0
0.00,306,/home/ubuntu/rocksdb/include/rocksdb/slice.h,277,"  return ((x.size() == y.size()) &&",_ZNK7rocksdb12_GLOBAL__N_122BytewiseComparatorImpl5EqualERKNS_5SliceES4_,ldr x4  [x2  #8],0
0.00,291,/usr/include/c++/11/bits/basic_string.h,195,"      { return _M_dataplus._M_p; }",_ZN7rocksdb12_GLOBAL__N_111SkipListRep3GetERKNS_9LookupKeyEPvPFbS5_PKcE,ldr x0  [sp  #0x68],0
0.00,260,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,573,"}",_ZNK7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE18FindGreaterOrEqualEPKcPPNS5_4NodeE,ldr x0  [x0  #0xba8],0
0.00,321,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,297,"  static bool callback(void* arg, const char* entry) {",_ZN7rocksdb19ReadBenchmarkThread8callbackEPvPKc,stp x29  x30  [sp  #-0x50]!,0
0.00,80,/usr/include/c++/11/bits/random.tcc,404,"			   | (_M_x[__k + 1] & __lower_mask));",_ZNSt23mersenne_twister_engineImLm64ELm312ELm156ELm31ELm13043109905998158313ELm29ELm6148914691236517205ELm17ELm8202884508482404352ELm37ELm18444473444759240704ELm43ELm6364136223846793005EE11_M_gen_randEv,ldp x4  x5  [x3],0
0.00,134,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,573,"}",_ZNK7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE18FindGreaterOrEqualEPKcPPNS5_4NodeE,ldr x1  [x0],0
0.00,296,/home/ubuntu/rocksdb/include/rocksdb/slice.h,61,"  size_t size() const { return size_; }",_ZN7rocksdb9LookupKeyC2ERKNS_5SliceEmPS2_,ldr x23  [x1  #8],0
0.00,53,/usr/include/c++/11/bits/atomic_base.h,820,"	return __atomic_load_n(&_M_p, int(__m));",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE6InsertILb0EEEbPKcPNS5_6SpliceEb,ldar x0  [x1],0
0.00,145,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,375,"    for (unsigned int i = 0; i < num_ops_; ++i) {",_ZNSt6thread11_State_implINS_8_InvokerISt5tupleIJN7rocksdb29ConcurrentReadBenchmarkThreadEEEEEE6_M_runEv,ldr x0  [x20  #0x30],0
0.00,298,/home/ubuntu/rocksdb/util/comparator.cc,40,"  bool Equal(const Slice& a, const Slice& b) const override { return a == b; }",_ZNK7rocksdb12_GLOBAL__N_122BytewiseComparatorImpl5EqualERKNS_5SliceES4_,stp x29  x30  [sp  #-0x10]!,0
0.00,123,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,315,"    LookupKey lookup_key(user_key, *sequence_);",_ZN7rocksdb19ReadBenchmarkThread7ReadOneEv,ldr x0  [x19  #0x28],0
0.00,128,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,384,"  list_ = list;",_ZN7rocksdb12_GLOBAL__N_111SkipListRep3GetERKNS_9LookupKeyEPvPFbS5_PKcE,stp x4  x0  [sp  #0x50],0
0.00,298,/home/ubuntu/rocksdb/util/coding.h,110,"      *value = result;",_ZN7rocksdb19ReadBenchmarkThread8callbackEPvPKc,str w2  [sp  #0x24],0
0.00,142,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,311,"  void ReadOne() {",_ZN7rocksdb19ReadBenchmarkThread7ReadOneEv,ldr x0  [x1],0
0.00,143,/home/ubuntu/rocksdb/util/user_comparator_wrapper.h,29,"  const Comparator* user_comparator() const { return user_comparator_; }",_ZN7rocksdb19ReadBenchmarkThread8callbackEPvPKc,ldr x0  [x0  #8],0
0.00,273,(null),0,(null),(null),(null),0
0.00,288,/usr/aarch64-linux-gnu/include/bits/string_fortified.h,29,"  return __builtin___memcpy_chk (__dest, __src, __len,",_ZN7rocksdb9LookupKeyC2ERKNS_5SliceEmPS2_,ldr x1  [x24],0
0.00,101,(null),0,(null),(null),(null),0
0.00,301,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,305,"                    callback_args->key->user_key())) {",_ZN7rocksdb19ReadBenchmarkThread8callbackEPvPKc,str x4  [sp  #0x38],0
0.00,286,/home/ubuntu/rocksdb/db/dbformat.cc,269,"}",_ZN7rocksdb9LookupKeyC2ERKNS_5SliceEmPS2_,ldp x19  x20  [sp  #0x10],0
0.00,295,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,573,"}",_ZNK7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE18FindGreaterOrEqualEPKcPPNS5_4NodeE,ldr x27  [sp  #0x50],0
0.00,291,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,309,"  }",_ZN7rocksdb19ReadBenchmarkThread8callbackEPvPKc,ldr x19  [sp  #0x10],0
0.00,294,/home/ubuntu/rocksdb/db/dbformat.cc,259,"  kstart_ = dst;",_ZN7rocksdb9LookupKeyC2ERKNS_5SliceEmPS2_,str x0  [x22  #8],0
0.00,291,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,573,"}",_ZNK7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE18FindGreaterOrEqualEPKcPPNS5_4NodeE,ldp x23  x24  [sp  #0x30],0
0.00,57,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,529,"  return (n != nullptr) && (compare_(n->Key(), key) < 0);",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE6InsertILb0EEEbPKcPNS5_6SpliceEb,ldr x3  [x3  #0x10],0
0.00,139,/home/ubuntu/rocksdb/db/lookup_key.h,43,"    return Slice(kstart_, static_cast<size_t>(end_ - kstart_ - 8));",_ZN7rocksdb19ReadBenchmarkThread8callbackEPvPKc,ldr x1  [x5  #0x10],0
0.00,84,/usr/include/c++/11/bits/random.tcc,413,"	  _M_x[__k] = (_M_x[__k + (__m - __n)] ^ (__y >> 1)",_ZNSt23mersenne_twister_engineImLm64ELm312ELm156ELm31ELm13043109905998158313ELm29ELm6148914691236517205ELm17ELm8202884508482404352ELm37ELm18444473444759240704ELm43ELm6364136223846793005EE11_M_gen_randEv,str x2  [x1  #0x4d8],0
0.00,138,/home/ubuntu/rocksdb/db/lookup_key.h,43,"    return Slice(kstart_, static_cast<size_t>(end_ - kstart_ - 8));",_ZN7rocksdb19ReadBenchmarkThread8callbackEPvPKc,ldr x4  [x5  #8],0
0.00,48,/usr/include/c++/11/bits/atomic_base.h,796,"	__atomic_store_n(&_M_p, __p, int(__m));",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE6InsertILb0EEEbPKcPNS5_6SpliceEb,stlr x23  [x1],0
0.00,155,/home/ubuntu/rocksdb/util/comparator.cc,322,"const Comparator* BytewiseComparator() {",_ZN7rocksdb18BytewiseComparatorEv,str x19  [sp  #0x10],0
0.00,89,/usr/include/c++/11/bits/random.tcc,411,"	  _UIntType __y = ((_M_x[__k] & __upper_mask)",_ZNSt23mersenne_twister_engineImLm64ELm312ELm156ELm31ELm13043109905998158313ELm29ELm6148914691236517205ELm17ELm8202884508482404352ELm37ELm18444473444759240704ELm43ELm6364136223846793005EE11_M_gen_randEv,ldr x3  [x1  #0x4e0],0
0.00,134,/home/ubuntu/rocksdb/memtable/skiplistrep.cc,85,"  void Get(const LookupKey& k, void* callback_args,",_ZN7rocksdb12_GLOBAL__N_111SkipListRep3GetERKNS_9LookupKeyEPvPFbS5_PKcE,ldr x6  [x5],0
0.00,94,(null),0,(null),(null),(null),0
0.00,83,/usr/include/c++/11/bits/random.tcc,405,"	  _M_x[__k] = (_M_x[__k + __m] ^ (__y >> 1)",_ZNSt23mersenne_twister_engineImLm64ELm312ELm156ELm31ELm13043109905998158313ELm29ELm6148914691236517205ELm17ELm8202884508482404352ELm37ELm18444473444759240704ELm43ELm6364136223846793005EE11_M_gen_randEv,str x2  [x3]  #8,0
0.00,242,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,912,"    FindSpliceForLevel<true>(key, splice->prev_[i + 1], splice->next_[i + 1], i,",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE21RecomputeSpliceLevelsERKNS_5SliceEPNS5_6SpliceEi,stp x2  x1  [sp  #0x68],0
0.00,65,/usr/include/c++/11/bits/atomic_base.h,796,"	__atomic_store_n(&_M_p, __p, int(__m));",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE6InsertILb0EEEbPKcPNS5_6SpliceEb,ldr x0  [x1  x19],0
0.00,95,(null),0,(null),(null),(null),0
0.00,140,/home/ubuntu/rocksdb/memtable/skiplistrep.cc,85,"  void Get(const LookupKey& k, void* callback_args,",_ZN7rocksdb12_GLOBAL__N_111SkipListRep3GetERKNS_9LookupKeyEPvPFbS5_PKcE,stp x23  x24  [sp  #0x30],0
0.00,74,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,1093,"      splice->prev_[i] = x;",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE6InsertILb0EEEbPKcPNS5_6SpliceEb,str x23  [x1  x0  lsl #3],0
0.00,92,(null),0,(null),(null),(null),0
0.00,49,(null),0,(null),(null),(null),0
0.00,57,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,1077,"      if (UNLIKELY(i == 0 && splice->prev_[i] != head_ &&",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE6InsertILb0EEEbPKcPNS5_6SpliceEb,ldr x1  [x1],0
0.00,139,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,544,"  const DecodedKey key_decoded = compare_.decode_key(key);",_ZNK7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE18FindGreaterOrEqualEPKcPPNS5_4NodeE,ldr x4  [x0  #0x10],0
0.00,220,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,912,"    FindSpliceForLevel<true>(key, splice->prev_[i + 1], splice->next_[i + 1], i,",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE21RecomputeSpliceLevelsERKNS_5SliceEPNS5_6SpliceEi,ldr x1  [sp  #0x78],0
0.00,61,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,255,"    *bytes_written_ += encoded_len;",_ZN7rocksdb19FillBenchmarkThread7FillOneEv,str x1  [x2],0
0.00,160,/home/ubuntu/rocksdb/include/rocksdb/slice.h,36,"  Slice() : data_(""), size_(0) {}",_ZN7rocksdb12_GLOBAL__N_111SkipListRep3GetERKNS_9LookupKeyEPvPFbS5_PKcE,stp x5  xzr  [sp  #0x40],0
0.00,50,/usr/include/c++/11/bits/atomic_base.h,488,"	return __atomic_load_n(&_M_i, int(__m));",_ZNSt6thread11_State_implINS_8_InvokerISt5tupleIJN7rocksdb29ConcurrentFillBenchmarkThreadEEEEEE6_M_runEv,ldar w2  [x0],0
0.00,135,/home/ubuntu/rocksdb/util/coding.h,108,"    uint32_t result = *(reinterpret_cast<const unsigned char*>(p));",_ZNK7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE18FindGreaterOrEqualEPKcPPNS5_4NodeE,ldrb w1  [x1],0
0.00,167,???,0,???,???,???,0
0.00,145,/home/ubuntu/rocksdb/util/comparator.cc,323,"  STATIC_AVOID_DESTRUCTION(BytewiseComparatorImpl, bytewise);",_ZN7rocksdb18BytewiseComparatorEv,ldar x1  [x0],0
0.00,134,/home/ubuntu/rocksdb/util/comparator.cc,324,"  return &bytewise;",_ZN7rocksdb18BytewiseComparatorEv,ldr x0  [x19  #8],0
0.00,47,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,254,"    table_->Insert(handle);",_ZN7rocksdb19FillBenchmarkThread7FillOneEv,ldr x2  [x2  #8],0
0.00,159,???,0,???,???,???,0
0.00,156,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,313,"    auto key = key_gen_->Next();",_ZN7rocksdb19ReadBenchmarkThread7ReadOneEv,ldr x20  [x0  #0x10],0
0.00,45,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,242,"    KeyHandle handle = table_->Allocate(encoded_len, &buf);",_ZN7rocksdb19FillBenchmarkThread7FillOneEv,ldr x3  [x3],0
0.00,153,/usr/include/c++/11/bits/char_traits.h,357,"      { __c1 = __c2; }",_ZN7rocksdb19ReadBenchmarkThread7ReadOneEv,strb wzr  [sp  #0x88],0
0.00,175,/usr/include/c++/11/bits/random.tcc,450,"    mersenne_twister_engine<_UIntType, __w, __n, __m, __r, __a, __u, __d,",_ZNSt23mersenne_twister_engineImLm64ELm312ELm156ELm31ELm13043109905998158313ELm29ELm6148914691236517205ELm17ELm8202884508482404352ELm37ELm18444473444759240704ELm43ELm6364136223846793005EEclEv,stp x29  x30  [sp  #-0x20]!,0
0.00,46,(null),0,(null),(null),(null),0
0.00,50,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,342,"    (&next_[0] - n)->store(x, std::memory_order_release);",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE6InsertILb0EEEbPKcPNS5_6SpliceEb,ldr x1  [x1  x19],0
0.00,166,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,305,"                    callback_args->key->user_key())) {",_ZN7rocksdb19ReadBenchmarkThread8callbackEPvPKc,ldr x5  [x19  #8],0
0.00,151,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,327,"  }",_ZN7rocksdb19ReadBenchmarkThread7ReadOneEv,ldr x0  [x0  #0xe38],0
0.00,128,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,534,"InlineSkipList<Comparator>::FindGreaterOrEqual(",_ZNK7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE18FindGreaterOrEqualEPKcPPNS5_4NodeE,ldr x4  [x3],0
0.00,139,???,0,???,???,???,0
0.00,144,/usr/include/c++/11/bits/atomic_base.h,488,"	return __atomic_load_n(&_M_i, int(__m));",_ZNK7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE18FindGreaterOrEqualEPKcPPNS5_4NodeE,ldr w20  [x2],0
0.00,53,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,255,"    *bytes_written_ += encoded_len;",_ZN7rocksdb19FillBenchmarkThread7FillOneEv,ldr x1  [x2],0
0.00,181,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,898,"      *out_next = next;",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE21RecomputeSpliceLevelsERKNS_5SliceEPNS5_6SpliceEi,ldr x0  [sp  #0x70],0
0.00,154,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,311,"  void ReadOne() {",_ZN7rocksdb19ReadBenchmarkThread7ReadOneEv,stp x23  x24  [sp  #0x30],0
0.00,146,(null),0,(null),(null),(null),0
0.00,151,/usr/include/c++/11/bits/random.tcc,450,"    mersenne_twister_engine<_UIntType, __w, __n, __m, __r, __a, __u, __d,",_ZNSt23mersenne_twister_engineImLm64ELm312ELm156ELm31ELm13043109905998158313ELm29ELm6148914691236517205ELm17ELm8202884508482404352ELm37ELm18444473444759240704ELm43ELm6364136223846793005EEclEv,str x19  [sp  #0x10],0
0.00,140,???,0,???,???,???,0
0.00,149,???,0,???,???,???,0
0.00,150,/usr/include/c++/11/bits/basic_string.h,191,"      { _M_string_length = __length; }",_ZN7rocksdb19ReadBenchmarkThread7ReadOneEv,stp x21  xzr  [sp  #0x78],0
0.00,55,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,241,"        FLAGS_item_size + VarintLength(internal_key_size) + internal_key_size;",_ZN7rocksdb19FillBenchmarkThread7FillOneEv,ldr w21  [x4],0
0.00,150,(null),0,(null),(null),(null),0
0.00,173,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,297,"  static bool callback(void* arg, const char* entry) {",_ZN7rocksdb19ReadBenchmarkThread8callbackEPvPKc,str x1  [sp  #0x48],0
0.00,151,/home/ubuntu/rocksdb/memtable/skiplistrep.cc,93,"  }",_ZN7rocksdb12_GLOBAL__N_111SkipListRep3GetERKNS_9LookupKeyEPvPFbS5_PKcE,ldp x29  x30  [sp]  #0x90,0
0.00,158,(null),0,(null),(null),(null),0
0.00,66,/usr/include/c++/11/bits/atomic_base.h,796,"	__atomic_store_n(&_M_p, __p, int(__m));",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE6InsertILb0EEEbPKcPNS5_6SpliceEb,str x0  [x2],0
0.00,127,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,542,"  int level = GetMaxHeight() - 1;",_ZNK7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE18FindGreaterOrEqualEPKcPPNS5_4NodeE,ldr x2  [x2  #0x970],0
0.00,140,/home/ubuntu/rocksdb/memtable/skiplistrep.cc,93,"  }",_ZN7rocksdb12_GLOBAL__N_111SkipListRep3GetERKNS_9LookupKeyEPvPFbS5_PKcE,ldr x0  [x0  #0xba8],0
0.00,156,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,321,"    verify_args.comparator = &internal_key_comp;",_ZN7rocksdb19ReadBenchmarkThread7ReadOneEv,str x22  [sp  #0x70],0
0.00,149,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,541,"  Node* x = head_;",_ZNK7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE18FindGreaterOrEqualEPKcPPNS5_4NodeE,ldr x25  [x0  #0x18],0
0.00,143,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,311,"  void ReadOne() {",_ZN7rocksdb19ReadBenchmarkThread7ReadOneEv,ldr x1  [x1  #0xe38],0
0.00,159,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,309,"  }",_ZN7rocksdb19ReadBenchmarkThread8callbackEPvPKc,ldr x2  [sp  #0x48],0
0.00,144,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,322,"    table_->Get(lookup_key, &verify_args, callback);",_ZN7rocksdb19ReadBenchmarkThread7ReadOneEv,ldr x3  [x3  #0xfc0],0
0.00,139,???,0,???,???,???,0
0.00,148,/usr/aarch64-linux-gnu/include/bits/string_fortified.h,29,"  return __builtin___memcpy_chk (__dest, __src, __len,",_ZN7rocksdb9LookupKeyC2ERKNS_5SliceEmPS2_,str x20  [x1]  #8,0
